age,transaction_amount,account_balance,num_transactions_today,is_foreign_transaction,transaction_hour,prev_fraud_flag,merchant_distance_km,merchant_risk_score,is_fraud
35,238.86,42689.88,10,0,22,0,150.49,0.358,0
29,424.51,26938.38,12,0,5,0,53.3,0.4677,0
74,247.75,34403.55,16,0,17,0,243.96,0.4309,0
67,446.93,375.31,12,0,9,0,178.88,0.4759,0
63,493.78,26088.32,18,1,2,0,55.75,0.4947,0
42,233.65,32744.81,6,0,15,0,244.59,0.2265,0
53,2877.3,34462.35,9,0,2,0,432.52,0.7986,1
59,80.67,47081.38,19,0,11,0,473.93,0.2277,0
58,334.96,32565.29,4,0,8,0,490.09,0.1842,0
74,382.03,31769.48,3,0,4,0,308.03,0.0662,0
75,236.47,22988.9,15,1,21,0,72.1,0.1571,0
70,5230.85,36929.55,5,1,16,0,417.93,0.9817,1
72,486.11,18483.64,17,0,10,0,317.61,0.1443,0
37,240.0,39961.55,1,0,1,0,256.37,0.0684,0
77,54.17,10302.28,3,0,20,0,238.26,0.1055,0
65,101.12,19919.86,1,0,23,0,496.66,0.0109,0
28,169.97,43482.55,5,0,4,0,75.51,0.3643,0
75,324.28,22860.66,14,0,13,0,407.28,0.3647,0
37,399.92,21199.42,13,0,16,0,437.65,0.0084,0
50,155.44,420.14,17,1,4,0,495.89,0.4015,0
27,261.82,10782.84,10,1,5,0,346.7,0.371,0
79,25.19,22414.24,18,0,2,0,178.73,0.2579,0
42,418.49,36801.04,17,0,21,0,351.21,0.1795,0
27,57.8,32119.0,2,1,13,0,90.29,0.1403,0
41,31.85,39541.63,18,0,12,0,473.48,0.2546,0
58,369.27,10808.86,18,0,13,0,487.46,0.037,0
50,438.62,47059.6,15,0,20,0,238.22,0.3614,0
51,477.98,22742.85,14,0,2,0,388.44,0.3204,0
76,392.75,49399.74,13,0,0,0,115.66,0.1815,0
32,392.88,27812.84,10,0,3,0,146.71,0.2628,0
57,220.94,6692.03,12,0,13,0,326.09,0.3377,0
41,3042.59,16729.63,2,0,3,0,29.84,0.8307,1
32,352.81,5391.24,14,0,1,0,40.26,0.1273,0
66,37.78,28049.83,16,0,3,0,99.19,0.083,0
27,132.63,45630.15,8,0,23,0,456.21,0.2414,0
22,425.43,38334.65,11,1,11,0,45.35,0.2334,0
39,28.05,37691.02,15,0,7,0,188.42,0.4035,0
54,84.84,10045.04,10,0,11,0,67.51,0.1355,0
71,198.07,4477.23,19,0,18,0,404.32,0.2375,0
48,74.1,49736.92,16,0,10,0,251.3,0.1766,0
40,374.94,2584.94,8,0,13,0,175.2,0.2645,0
28,210.35,10803.41,15,0,6,0,26.02,0.1677,0
27,176.58,39734.16,11,1,1,0,19.44,0.4342,0
71,199.46,23571.72,18,1,0,0,290.86,0.2704,0
52,423.18,29137.78,9,0,0,0,38.82,0.2161,0
39,222.22,41740.65,16,0,7,0,420.04,0.4619,0
58,370.21,37313.11,8,0,13,0,98.19,0.4467,0
71,382.4,47435.17,11,0,22,0,349.33,0.2885,0
39,4154.7,2607.14,12,0,12,0,293.76,0.8279,1
54,49.4,32877.05,9,1,20,0,270.26,0.3112,0
44,110.83,37910.78,16,0,4,0,392.94,0.3311,0
18,118.78,33335.14,10,0,4,0,117.38,0.2451,0
22,5.81,4298.71,17,0,6,1,357.32,0.1641,0
28,406.49,41794.02,12,0,3,0,42.76,0.2204,0
50,100.69,43735.94,4,1,21,0,156.96,0.1353,0
33,8375.19,5079.96,8,0,19,0,475.02,0.7351,1
57,169.06,18896.32,6,0,19,0,215.79,0.4635,0
47,476.92,29184.51,8,0,0,0,370.05,0.2629,0
45,466.31,1698.82,7,0,4,0,346.98,0.4327,0
46,335.0,30205.43,8,0,21,0,128.56,0.4856,0
33,9354.23,36608.54,4,0,15,0,418.92,0.7943,1
18,124.47,28302.84,19,0,22,0,298.15,0.2453,0
25,101.34,17170.77,15,1,10,0,477.98,0.0445,0
21,128.13,15416.28,4,0,1,0,313.25,0.0041,0
68,431.69,11775.38,2,0,14,0,94.34,0.2124,0
53,55.82,10591.39,13,0,6,0,21.13,0.0295,0
79,2485.0,8404.93,9,0,5,0,365.06,0.7288,1
78,263.87,38719.4,6,0,11,0,80.51,0.1941,0
35,84.96,18118.76,19,0,20,0,161.08,0.4262,0
36,165.68,27191.14,18,0,18,0,423.06,0.3083,0
53,465.23,2616.25,8,0,9,0,230.25,0.2621,0
26,126.52,4115.75,10,0,15,0,467.78,0.4119,0
43,211.81,19343.56,18,1,7,0,105.92,0.1152,0
19,198.6,30602.93,19,0,4,0,300.61,0.4845,0
20,471.2,23799.23,12,1,9,0,307.77,0.4417,0
45,79.65,4866.94,7,1,5,0,316.63,0.1486,0
62,274.36,26306.82,14,0,0,0,377.03,0.0836,0
77,71.05,23581.37,16,0,15,0,251.23,0.2806,0
37,394.42,15697.11,17,1,10,0,32.91,0.4506,0
36,330.39,2221.98,14,0,9,0,355.83,0.41,0
36,37.96,30189.06,19,0,16,0,455.81,0.0362,1
58,315.55,10805.22,19,0,1,0,468.91,0.4545,0
54,475.79,10588.52,13,0,20,0,439.35,0.1794,0
32,32.02,6401.19,6,0,12,0,407.26,0.3319,0
76,53.6,38560.73,4,0,13,0,436.09,0.3613,0
58,7682.33,1896.28,10,0,3,0,371.36,0.8879,1
23,376.57,23460.88,7,0,2,1,93.57,0.1496,0
59,6166.0,45660.29,10,0,8,0,27.72,0.9724,1
73,81.72,16775.02,9,1,9,0,369.2,0.0991,0
18,245.18,18531.66,11,0,14,0,237.76,0.0258,1
30,229.43,20990.62,14,0,17,0,339.86,0.2084,0
73,31.44,40865.49,11,0,12,0,39.06,0.0295,0
66,158.59,30265.05,6,0,4,0,283.83,0.4707,0
63,435.98,45957.79,3,0,17,0,479.96,0.034,0
74,153.45,1806.59,8,1,7,0,178.83,0.069,0
20,81.63,37390.27,16,0,23,0,358.93,0.239,0
62,8833.89,48584.36,13,0,17,0,5.86,0.7444,1
74,40.89,10367.47,1,0,13,0,272.14,0.1332,0
25,118.77,5809.72,9,0,19,1,242.36,0.3394,0
40,474.69,12068.36,16,0,8,0,202.73,0.4461,0
45,159.15,8763.97,2,1,4,0,169.6,0.3303,0
50,203.93,39686.33,16,0,10,0,24.4,0.2541,0
72,280.68,19531.28,1,0,1,0,201.22,0.2008,0
51,475.53,41824.87,15,0,11,0,210.64,0.19,0
51,100.99,41721.91,14,0,22,0,176.77,0.0056,0
42,352.36,7188.29,10,0,10,0,487.01,0.483,0
79,9541.57,18076.7,18,0,15,1,221.48,0.8127,1
58,52.12,24790.8,3,0,2,0,314.64,0.2772,0
77,6639.6,4448.45,6,0,20,0,372.52,0.8077,1
18,406.36,11421.01,14,0,7,0,306.0,0.2165,0
60,222.98,9944.44,19,0,1,0,445.38,0.3534,0
24,152.67,49015.38,10,0,15,0,9.22,0.249,0
70,386.66,4355.12,3,0,17,0,273.66,0.4742,0
55,493.13,42488.51,7,0,5,0,19.52,0.2618,0
45,453.48,42188.38,5,0,18,0,231.52,0.0571,0
34,179.58,20598.52,9,0,10,0,162.0,0.459,0
55,407.26,3702.68,8,0,5,0,493.15,0.4632,0
76,230.44,45633.77,19,0,23,0,83.35,0.1237,0
65,105.9,44090.38,5,0,19,0,46.23,0.5,0
47,401.94,28403.21,8,0,2,0,463.61,0.1256,0
18,454.64,38831.64,4,0,12,0,285.46,0.1632,0
45,494.72,157.97,10,0,14,0,371.78,0.4573,0
53,179.22,17695.38,11,0,19,0,174.08,0.4236,0
35,23.53,42764.91,18,0,4,0,390.71,0.0139,0
19,415.57,17948.78,10,0,6,0,181.32,0.4305,1
50,491.68,27563.99,19,0,1,0,152.12,0.1457,0
24,385.78,34655.68,3,0,19,0,122.83,0.3344,0
65,67.79,32912.08,18,0,11,0,305.41,0.0102,0
62,50.85,44514.51,1,0,3,0,459.77,0.4236,0
76,5985.45,11042.46,12,0,13,0,371.78,0.8487,1
67,122.9,15637.65,5,0,23,1,98.34,0.0825,0
56,15.31,48172.18,10,0,3,0,149.16,0.1597,0
35,150.16,31780.69,9,0,17,0,333.07,0.325,0
24,259.19,15764.13,10,0,20,0,372.12,0.2433,0
78,182.44,28135.34,11,0,4,0,133.19,0.2946,0
79,183.51,13796.66,10,0,21,0,170.56,0.1208,0
21,476.5,27538.96,5,0,9,0,87.6,0.4381,0
74,390.74,36496.5,11,0,15,0,424.88,0.366,0
34,3081.0,2265.29,12,0,14,0,399.02,0.8491,1
36,7273.78,22861.29,9,0,10,0,286.26,0.8195,1
22,349.5,7311.51,17,0,21,0,188.03,0.414,0
56,399.33,45304.41,8,1,5,0,173.88,0.015,0
72,320.19,18794.08,1,0,21,0,20.69,0.2561,0
55,32.27,2650.66,6,1,13,0,459.91,0.0254,0
54,6965.48,33252.3,10,0,10,0,448.3,0.9649,1
30,133.27,49503.93,9,0,18,0,162.65,0.3467,1
29,58.49,7397.45,6,0,17,0,427.16,0.0825,0
54,31.74,22885.84,18,0,12,0,357.75,0.1163,0
21,22.17,46397.19,2,0,18,0,340.67,0.4527,0
42,156.42,20502.78,18,0,3,0,434.69,0.3157,0
48,393.44,3003.13,6,0,8,0,332.79,0.0544,0
57,85.01,38717.62,19,1,9,0,328.06,0.0296,0
32,237.26,21235.38,2,0,18,0,241.05,0.3304,0
45,472.83,18915.85,16,0,5,0,429.61,0.2639,0
74,359.13,20461.58,6,0,0,0,130.02,0.0378,0
72,360.34,25398.41,18,1,4,0,385.74,0.2105,0
28,123.59,32235.69,9,1,2,0,232.02,0.3842,0
46,363.66,17520.11,9,0,10,0,52.91,0.2299,0
76,6533.91,40292.38,18,0,11,0,409.59,0.871,1
22,336.17,24287.66,11,0,8,0,163.68,0.3689,0
79,154.44,15813.92,9,0,15,0,388.18,0.3255,0
60,185.74,16125.25,14,0,5,0,272.81,0.1484,0
59,365.85,45404.95,16,0,7,0,202.83,0.3341,0
19,54.63,48468.36,7,1,3,0,436.73,0.4443,0
37,18.57,19489.16,19,0,9,0,25.78,0.1653,0
39,454.27,25455.25,2,0,20,0,159.87,0.0745,0
57,449.03,35855.09,4,0,15,0,418.16,0.2211,0
44,211.65,6630.27,13,0,0,0,97.05,0.205,0
38,27.54,17130.52,18,0,22,0,73.17,0.4757,0
74,277.83,12300.93,16,0,4,0,439.81,0.0323,0
37,382.33,5059.95,12,0,1,0,390.44,0.3364,0
49,241.66,33069.16,4,1,9,0,174.42,0.1005,0
71,274.24,31463.69,14,0,5,0,422.15,0.2202,0
53,471.65,36751.79,10,0,1,0,195.65,0.4966,0
71,239.47,39972.61,16,0,2,0,284.33,0.3953,0
75,367.16,15133.35,6,0,16,0,367.61,0.4856,1
65,125.62,11993.56,18,0,5,0,102.8,0.2831,0
63,296.82,26718.3,17,0,21,0,374.33,0.3685,0
20,101.12,32703.21,11,0,11,0,172.5,0.0282,0
76,4956.8,35186.94,17,0,10,0,257.4,0.7919,1
25,264.05,39081.05,4,0,23,0,115.61,0.1291,0
47,55.26,18147.24,7,0,17,0,46.12,0.4962,0
21,76.81,20431.58,3,1,3,0,406.61,0.4921,0
24,430.08,9277.89,11,0,9,0,128.27,0.0094,0
75,447.15,5584.22,6,0,17,0,396.33,0.2433,0
41,7.14,34584.15,16,0,12,0,69.82,0.1428,0
26,439.97,18165.22,3,0,1,0,102.88,0.2422,0
51,7750.36,23908.59,17,0,14,0,5.89,0.8322,1
52,175.48,20315.54,8,0,8,0,302.88,0.2756,0
26,261.13,17868.22,11,0,0,0,198.25,0.3703,0
72,377.43,25085.12,2,0,23,0,460.68,0.0102,0
56,393.89,22902.28,11,0,18,0,401.8,0.1607,0
69,254.83,42535.72,16,0,1,0,344.71,0.2883,0
32,85.02,15141.33,18,0,19,0,417.68,0.0575,0
66,372.84,46075.43,12,0,9,0,183.47,0.0404,0
29,91.12,21639.04,15,0,9,0,276.49,0.1228,0
73,320.51,9098.72,16,0,8,0,56.6,0.3166,0
75,352.17,16603.49,7,0,17,0,321.32,0.4828,0
74,286.2,2568.21,19,0,4,0,84.52,0.3198,0
78,216.5,47342.38,7,0,0,0,125.78,0.3655,0
76,380.7,20931.34,14,0,2,0,293.57,0.2558,0
21,316.45,23348.78,15,0,6,0,349.39,0.1261,0
34,265.62,46835.03,14,0,11,0,12.35,0.1912,0
26,485.07,7762.03,2,0,12,0,249.02,0.472,0
48,311.37,410.67,15,0,8,0,139.78,0.2851,0
47,69.03,34739.54,12,0,5,0,408.64,0.4373,0
70,312.13,47742.26,5,0,16,0,12.44,0.0867,0
79,31.66,42366.68,5,0,14,0,470.81,0.3081,0
79,335.67,21243.8,6,0,10,0,296.73,0.4502,0
55,82.32,18297.69,19,0,13,1,36.46,0.3237,0
35,383.54,31187.0,10,0,22,0,247.97,0.0458,0
38,63.5,6310.62,2,0,3,0,499.93,0.2535,0
34,372.96,30355.17,1,0,15,0,294.16,0.4776,0
52,179.33,30537.43,17,0,9,0,143.76,0.4255,0
34,276.58,26286.32,9,0,19,0,302.73,0.3046,0
34,467.88,38672.75,15,0,8,0,373.9,0.1356,0
42,462.4,23360.68,1,0,23,0,418.63,0.3158,0
71,404.04,23578.34,14,0,1,0,313.85,0.484,0
30,245.86,49800.13,15,0,18,0,321.24,0.0844,0
41,352.69,23969.55,12,0,21,0,55.89,0.2474,0
32,31.91,37400.82,13,0,22,0,179.24,0.1716,0
38,426.12,35802.79,8,0,20,0,331.56,0.4162,0
77,492.95,37145.85,8,0,22,0,53.56,0.1382,0
29,368.78,12078.1,15,1,20,0,432.88,0.3157,0
31,101.28,1769.61,11,0,0,0,458.71,0.4115,0
64,487.77,47027.61,3,0,9,0,269.07,0.1188,0
63,281.58,20678.26,7,0,17,0,216.76,0.1197,0
45,378.75,31950.77,2,0,20,0,295.42,0.2187,0
42,488.31,19426.2,7,0,22,0,454.47,0.1282,0
45,425.7,37682.77,9,0,19,0,452.46,0.286,0
48,55.47,29617.68,1,0,10,0,234.86,0.2843,0
53,63.4,888.6,18,0,15,0,227.31,0.0937,0
33,496.39,33773.48,18,0,4,0,118.95,0.0132,0
75,358.81,12555.82,6,0,11,0,187.21,0.3066,0
57,262.29,30540.67,7,0,15,0,485.17,0.3658,0
79,127.25,22859.37,11,0,6,0,73.88,0.4282,0
71,496.6,4387.29,7,0,14,0,193.25,0.3625,0
78,452.67,1341.76,16,1,2,0,479.0,0.089,0
77,154.1,21746.14,14,0,23,0,11.15,0.211,0
46,5602.84,20876.12,13,0,14,0,194.95,0.9603,0
28,30.49,20916.12,16,0,10,0,249.57,0.3134,1
79,209.74,24603.95,1,1,0,0,135.05,0.0456,0
43,136.2,20389.02,1,0,22,0,37.28,0.1673,0
44,11.3,12519.88,9,0,9,0,238.7,0.2113,0
47,314.24,34188.94,17,0,11,0,410.37,0.4522,0
70,150.95,22908.86,13,0,4,0,285.39,0.3059,0
54,406.16,23763.2,11,0,16,0,219.06,0.0236,0
20,263.0,35240.23,7,0,11,0,41.85,0.4104,0
69,331.28,33342.77,2,0,13,0,495.58,0.3536,0
27,92.35,28636.84,2,0,16,0,52.83,0.0274,0
49,466.73,26798.87,17,0,21,0,408.21,0.003,0
22,162.02,27763.23,12,0,5,0,472.24,0.387,0
26,23.13,3549.23,14,0,0,0,50.57,0.1706,0
43,383.76,34194.83,19,0,15,0,240.27,0.0065,0
52,474.65,19448.22,9,0,9,0,496.46,0.177,0
22,367.51,28772.83,13,0,0,0,455.44,0.0715,0
33,489.68,31873.36,4,0,6,0,305.87,0.2161,0
30,224.42,38495.03,1,0,14,0,329.03,0.4059,0
47,486.74,18918.2,16,0,2,0,446.14,0.3131,0
28,416.96,34309.83,13,0,15,0,465.44,0.3478,0
74,411.18,18704.69,7,0,9,0,171.17,0.1622,0
47,496.94,22751.04,18,0,6,0,276.22,0.1408,0
66,145.13,40483.87,2,0,9,0,482.19,0.3505,0
38,51.5,20380.6,15,0,8,0,84.46,0.2807,0
21,42.86,15188.88,1,0,7,0,159.17,0.1519,0
34,125.29,48526.48,13,0,5,0,116.46,0.4305,0
50,100.59,30964.17,16,0,17,0,329.46,0.2235,0
72,464.25,9214.33,19,0,0,0,241.95,0.1975,0
77,224.81,35564.82,12,0,17,0,22.83,0.2041,0
48,174.19,44145.97,16,0,5,0,4.76,0.2241,0
23,7943.19,24157.8,3,0,13,0,151.88,0.8121,1
50,73.74,40116.77,9,0,4,0,171.74,0.458,0
69,107.25,24621.51,17,0,3,0,23.12,0.4179,0
56,260.02,38841.61,17,0,9,0,368.44,0.2798,1
60,272.83,6086.86,7,0,19,0,377.23,0.4128,0
71,253.39,19262.26,15,0,11,0,346.04,0.4198,0
59,371.53,48958.76,10,0,12,0,3.21,0.42,0
67,300.06,35274.52,1,0,6,0,126.57,0.4118,0
44,186.04,34441.99,18,1,0,0,172.58,0.1962,0
42,319.51,36493.36,10,0,8,0,150.8,0.4608,0
59,9994.33,47797.44,17,0,8,0,298.65,0.9782,1
36,476.86,27635.83,12,0,4,0,137.52,0.2783,0
19,468.0,11503.72,13,0,20,0,215.04,0.3066,0
18,8029.4,14970.44,3,0,12,0,405.38,0.9496,1
31,466.95,17833.97,4,0,12,0,333.39,0.0377,0
61,298.16,7290.14,8,0,17,0,130.63,0.3105,0
32,244.92,47651.72,4,0,19,0,203.7,0.4586,0
68,14.65,30752.54,18,0,12,0,283.96,0.2427,0
39,222.71,2744.67,19,0,5,0,122.15,0.0951,0
75,74.87,4322.74,1,0,5,0,43.14,0.2442,0
34,186.69,21889.91,19,0,8,0,186.71,0.0805,0
79,125.19,47586.0,18,0,1,0,226.53,0.4043,0
67,304.49,18319.14,19,0,22,0,76.74,0.1667,0
58,499.25,19631.73,17,0,11,0,480.75,0.4976,0
49,445.78,41618.32,7,0,23,0,399.35,0.4401,0
50,310.31,2732.18,19,0,1,0,247.18,0.1454,0
18,90.65,44217.49,2,0,7,0,191.29,0.2402,0
58,91.08,4075.84,19,0,17,0,342.71,0.4282,0
36,470.34,26719.82,8,0,19,0,48.05,0.0468,0
55,211.93,18589.25,4,0,3,0,429.37,0.0485,0
77,36.98,9366.4,3,0,14,0,482.96,0.0356,0
68,3279.15,48456.36,6,0,22,0,494.64,0.7423,1
67,347.17,47003.7,5,0,12,0,201.13,0.0351,0
76,217.0,4043.81,11,0,13,0,85.12,0.3588,0
52,293.06,18535.39,2,0,18,0,351.92,0.1851,0
75,17.05,5206.29,2,0,8,0,481.73,0.1704,0
21,9184.16,29089.41,3,0,4,0,247.8,0.7758,1
28,35.48,10789.82,7,1,7,1,80.31,0.1474,0
66,418.78,44934.93,7,0,17,0,155.72,0.4651,0
20,310.4,1049.31,18,0,18,0,163.17,0.3804,0
72,461.7,25774.79,3,0,20,0,233.52,0.0139,0
19,7361.09,48730.44,17,0,22,0,77.96,0.8353,0
72,429.96,5301.81,7,0,20,0,439.71,0.1985,0
53,1684.54,32114.07,7,0,18,0,275.22,0.9975,1
40,135.38,42128.97,7,1,0,0,187.6,0.2446,1
28,487.21,33229.19,18,0,18,0,230.6,0.0207,0
52,169.98,23778.04,10,0,21,0,152.12,0.3096,0
72,268.2,28675.9,19,0,10,0,98.06,0.0192,0
75,332.47,10222.59,6,1,5,0,130.52,0.2928,0
46,464.47,30379.28,6,0,0,0,136.92,0.3239,0
78,185.97,21516.98,19,0,13,0,391.81,0.0082,0
79,363.79,38068.84,12,1,10,0,406.89,0.3208,0
24,467.55,10609.11,6,0,2,0,332.95,0.2885,0
36,137.73,7915.44,16,0,8,0,430.73,0.2647,1
23,136.49,14175.63,4,0,20,0,204.15,0.0211,0
42,404.74,46569.94,17,0,11,0,227.71,0.0064,0
33,43.8,29537.02,14,0,5,0,13.48,0.1558,0
76,340.44,43901.81,18,0,21,0,122.9,0.3518,0
79,151.12,14462.41,17,0,16,0,373.49,0.093,0
40,58.27,2643.96,4,1,10,0,60.25,0.2831,0
70,111.83,26844.92,2,0,7,0,389.4,0.0246,0
28,478.65,19020.96,6,1,6,0,316.05,0.3446,0
50,486.46,36629.45,9,0,12,0,205.93,0.4283,0
25,89.04,44531.5,8,0,11,0,429.74,0.3351,0
53,227.35,7129.99,3,0,12,0,125.48,0.0587,0
76,171.71,19498.2,2,1,14,0,44.24,0.1521,0
67,258.6,49777.29,13,0,18,0,400.19,0.0936,0
42,191.14,27854.88,8,0,1,0,62.57,0.0477,0
52,97.73,34994.84,13,0,6,0,335.18,0.4371,0
30,90.19,49759.32,1,0,7,0,198.77,0.2258,0
23,235.75,26160.04,4,0,0,0,27.49,0.4409,0
52,42.37,10679.28,8,0,17,0,108.06,0.197,0
63,444.1,39182.19,12,0,22,0,431.58,0.1006,0
78,226.7,34011.39,9,0,5,0,80.8,0.0536,0
56,196.92,43502.78,5,0,4,0,193.06,0.0797,0
67,96.05,20274.84,19,0,15,0,62.53,0.078,0
21,2162.85,38750.18,11,0,2,0,162.35,0.8887,1
62,36.07,44544.35,9,0,0,0,249.43,0.4785,0
60,315.36,34946.28,10,0,20,0,118.14,0.4333,0
59,3487.1,17837.91,17,0,5,0,4.44,0.7535,1
33,4956.85,16911.04,7,0,18,0,126.85,0.7425,1
74,430.4,13895.7,6,0,4,0,16.73,0.197,0
28,354.89,25171.41,5,0,8,1,342.28,0.3618,0
41,477.96,32693.7,10,0,12,0,486.09,0.4523,0
31,306.42,25551.05,15,0,12,0,204.79,0.3353,0
57,189.89,6102.62,7,0,2,0,440.93,0.3484,0
25,166.59,21897.27,7,0,21,0,38.79,0.1417,0
72,429.69,16824.35,18,0,22,0,24.78,0.2665,0
47,303.24,40702.28,12,0,9,0,30.57,0.469,0
48,6092.33,14827.18,5,0,17,0,361.98,0.8405,1
23,25.29,46988.42,10,0,4,0,332.05,0.2264,0
41,441.13,15885.25,19,0,9,0,21.25,0.1287,0
72,170.37,3925.59,14,0,10,0,198.71,0.1767,0
18,346.69,13034.06,19,0,15,0,11.78,0.4766,0
55,7784.38,18378.36,1,0,20,0,23.41,0.8575,1
73,318.11,22451.95,9,0,19,0,29.26,0.0286,0
63,224.11,41511.12,3,0,20,0,490.12,0.0501,0
38,383.06,11151.56,13,0,9,0,136.44,0.0508,0
23,2866.13,2282.44,8,0,7,0,375.77,0.8116,1
32,4130.84,26713.52,7,0,0,0,457.7,0.7058,1
49,5993.99,8011.04,3,1,0,0,358.88,0.8444,1
35,170.43,45078.15,5,0,18,0,102.66,0.4961,0
64,6.72,39940.46,15,0,19,0,198.32,0.3803,0
49,4277.72,22740.25,12,0,20,0,328.82,0.8039,1
29,482.7,22794.06,11,0,0,0,193.48,0.1233,0
28,435.34,26606.69,9,0,9,0,71.07,0.4426,0
51,478.92,32295.41,4,0,18,0,384.91,0.284,0
19,328.97,19028.27,5,0,11,0,429.16,0.2319,0
61,318.42,17318.92,2,0,13,0,336.68,0.1564,0
39,383.43,6920.7,7,0,6,0,224.83,0.4677,0
38,419.73,42736.02,1,0,16,0,272.88,0.2703,0
23,242.24,13231.85,15,0,11,0,356.18,0.1643,0
23,268.63,13114.56,16,0,13,0,498.61,0.109,0
29,255.08,21339.67,17,0,22,0,260.55,0.1339,0
21,82.94,36835.99,15,0,12,0,68.49,0.3742,0
24,311.96,12748.36,9,0,20,0,229.51,0.2413,1
29,289.99,16736.1,12,0,14,0,277.09,0.3079,0
47,73.24,8425.99,9,0,6,0,100.88,0.0705,0
26,355.85,18740.74,2,0,10,0,343.88,0.1582,0
24,340.27,16841.54,2,0,12,0,18.56,0.0834,0
65,481.08,42317.54,7,0,5,0,148.49,0.1588,0
64,4087.27,39342.72,15,0,21,0,236.01,0.876,1
39,366.61,47973.34,18,0,15,0,151.41,0.2376,0
44,3197.38,23043.36,4,0,16,0,239.39,0.8369,1
77,137.08,32287.1,4,0,21,0,259.21,0.1778,0
52,478.91,19378.07,8,0,17,0,129.06,0.0668,0
55,234.88,22067.04,3,0,12,0,392.01,0.0815,0
41,404.37,28719.07,18,0,10,0,12.88,0.2772,0
31,134.91,47427.22,2,0,16,0,134.55,0.4579,0
57,224.78,8650.86,18,0,20,0,448.38,0.3606,0
53,398.94,6348.6,7,0,9,0,353.16,0.3827,0
30,143.9,9275.22,14,0,6,0,76.94,0.1319,0
54,288.07,19552.86,4,0,2,0,193.43,0.4282,0
69,414.47,40472.0,13,0,2,0,362.99,0.296,0
67,134.91,33786.13,9,0,16,0,419.4,0.2673,0
28,402.04,1328.7,8,0,19,0,292.41,0.4247,0
49,126.67,28017.43,12,0,5,0,296.5,0.3429,0
22,8569.91,11368.88,4,0,0,0,124.13,0.7765,1
34,43.44,35840.71,17,1,22,0,453.23,0.1786,0
19,474.61,24456.08,18,0,11,0,114.49,0.2387,0
49,4746.53,10755.84,12,0,17,0,404.86,0.9384,1
40,179.08,39946.6,13,0,17,0,438.48,0.2503,0
22,5100.41,48367.71,9,0,16,0,230.01,0.7177,1
75,123.82,14993.88,1,0,19,0,67.14,0.4364,0
57,261.32,30303.25,19,1,21,0,235.25,0.0283,0
55,125.51,2746.47,5,0,1,0,470.17,0.4403,0
25,12.63,48359.5,8,0,14,0,154.56,0.0947,0
44,140.24,16542.93,2,0,20,0,110.76,0.313,0
79,428.3,16478.13,5,1,9,0,92.78,0.3176,0
79,236.85,28397.96,3,0,20,0,258.06,0.1822,0
19,384.94,34495.52,18,0,6,0,421.0,0.3217,0
57,243.37,24912.88,4,0,23,0,178.03,0.4102,0
74,131.95,41496.45,13,0,17,0,37.28,0.0402,0
73,480.82,42735.63,16,0,14,0,146.95,0.378,0
24,180.05,22383.49,10,0,17,0,295.4,0.1142,0
57,436.61,36697.72,13,0,10,0,180.67,0.4825,0
67,35.71,39758.69,7,1,5,0,231.08,0.2798,0
39,443.36,537.63,15,0,9,0,219.89,0.2754,0
24,85.1,31061.76,7,0,21,0,264.2,0.1063,0
78,256.81,35711.92,9,0,14,0,432.47,0.0003,0
64,56.97,12869.57,12,0,13,0,459.18,0.2873,0
26,480.88,32200.4,1,0,7,0,67.02,0.1279,0
63,209.67,43409.96,19,1,22,0,274.5,0.2845,0
76,245.1,26659.92,4,0,1,0,287.9,0.2951,0
62,187.9,1439.02,10,0,13,1,14.67,0.0051,0
52,203.04,29341.66,18,0,21,0,45.64,0.0086,0
55,208.87,24248.15,4,0,3,0,148.06,0.4714,0
41,133.1,43502.37,11,1,13,0,231.93,0.1785,0
53,437.27,36902.75,10,0,17,0,238.98,0.041,0
70,164.35,49571.66,2,0,3,0,124.24,0.3452,0
35,487.29,7394.77,4,0,7,0,282.78,0.0529,0
60,387.74,11045.12,13,0,19,0,417.65,0.3462,0
43,336.97,745.58,6,0,19,0,42.75,0.4471,0
56,184.37,31611.89,13,0,9,0,186.7,0.3253,0
32,451.97,5101.65,1,0,12,0,289.32,0.4569,0
73,208.52,21675.25,11,0,1,0,52.35,0.2548,0
39,33.17,10453.74,3,1,10,0,27.91,0.2074,0
42,196.21,28392.28,12,0,20,0,101.73,0.2358,0
60,338.96,10852.63,11,0,19,0,14.65,0.4026,0
68,10.96,45670.1,1,0,2,0,169.72,0.3788,0
42,352.68,2900.49,5,0,12,0,192.44,0.1332,0
58,89.56,22381.91,9,0,2,0,387.9,0.4786,0
42,228.49,48804.11,12,0,1,0,237.44,0.4037,0
55,149.65,4853.72,10,0,5,0,413.39,0.4938,0
42,3986.19,21547.82,5,0,11,0,255.96,0.9641,1
24,273.62,15499.4,9,0,4,0,344.71,0.4921,0
57,223.25,22385.96,5,0,15,0,276.16,0.0593,0
73,202.0,46645.3,18,0,5,0,411.68,0.3102,0
61,335.21,16619.79,18,0,7,0,404.49,0.0447,0
41,20.63,3248.23,14,0,23,0,10.0,0.0736,0
36,282.92,6116.08,12,1,8,0,47.84,0.0613,0
39,45.47,23120.51,9,0,0,0,165.19,0.0364,0
63,453.92,862.03,13,0,2,0,385.11,0.054,0
40,348.42,2917.45,6,0,7,0,260.9,0.1017,0
